promotion_id,restaurant_id,promotion_name,discount_percentage,valid_from,valid_until,min_order_value,max_discount,terms_conditions,is_active
PROMO00786,Chili's_759,Weekend Offer,8.28,2022-02-23,2029-11-03,69.2,41.18,Offer valid on select items only. Terms and conditions apply.,False
PROMO00787,Panera_10038,Festive Sale,49.72,2022-07-31,2025-11-13,46.95,16.3,Offer valid on select items only. Terms and conditions apply.,False
PROMO00788,Outback_48345,Weekend Offer,36.61,2023-03-03,2027-03-19,23.03,86.36,Offer valid on select items only. Terms and conditions apply.,False
PROMO00789,P.F._24433,Special Deal,11.95,2024-06-17,2028-01-21,89.24,51.1,Offer valid on select items only. Terms and conditions apply.,False
PROMO00790,Chipotle_79942,Weekend Offer,32.57,2024-12-16,2029-11-06,17.09,48.31,Offer valid on select items only. Terms and conditions apply.,False
PROMO00791,Texas_74577,Special Deal,12.54,2024-05-03,2025-05-04,83.0,99.42,Offer valid on select items only. Terms and conditions apply.,False
PROMO00792,P.F._64363,Limited Time Offer,46.12,2024-08-05,2026-11-01,46.51,14.63,Offer valid on select items only. Terms and conditions apply.,True
PROMO00793,Panera_68038,Weekend Offer,17.19,2021-08-21,2028-12-19,48.87,67.23,Offer valid on select items only. Terms and conditions apply.,False
PROMO00794,Chili's_69349,Holiday Discount,5.82,2020-12-25,2027-07-26,97.43,61.43,Offer valid on select items only. Terms and conditions apply.,False
PROMO00795,Buffalo_32184,Limited Time Offer,5.22,2021-10-19,2027-09-15,37.31,68.98,Offer valid on select items only. Terms and conditions apply.,True
PROMO00796,Outback_3135,Festive Sale,25.16,2020-07-06,2025-04-24,88.92,39.85,Offer valid on select items only. Terms and conditions apply.,False
PROMO00797,Chili's_77559,Weekend Offer,19.73,2020-12-21,2029-07-25,30.68,65.98,Offer valid on select items only. Terms and conditions apply.,False
PROMO00798,Panera_37598,Special Deal,20.84,2021-07-08,2028-10-17,71.82,70.47,Offer valid on select items only. Terms and conditions apply.,True
PROMO00799,The_40790,Holiday Discount,37.45,2024-04-13,2025-09-21,11.87,29.4,Offer valid on select items only. Terms and conditions apply.,False
PROMO00800,P.F._19963,Festive Sale,24.25,2023-06-05,2029-04-15,15.94,38.2,Offer valid on select items only. Terms and conditions apply.,True
PROMO00801,P.F._89743,Limited Time Offer,10.5,2022-03-21,2027-05-17,88.94,7.39,Offer valid on select items only. Terms and conditions apply.,False
PROMO00802,Texas_1317,Festive Sale,27.33,2020-07-24,2026-05-21,83.56,37.0,Offer valid on select items only. Terms and conditions apply.,False
PROMO00803,Chili's_84439,Festive Sale,33.54,2022-08-05,2027-05-30,91.11,98.45,Offer valid on select items only. Terms and conditions apply.,False
PROMO00804,Chipotle_30092,Weekend Offer,45.17,2023-12-23,2027-08-13,45.04,12.25,Offer valid on select items only. Terms and conditions apply.,True
PROMO00805,Buffalo_53374,Festive Sale,47.23,2023-12-23,2027-05-04,32.84,26.72,Offer valid on select items only. Terms and conditions apply.,True
PROMO00806,P.F._89823,Limited Time Offer,35.06,2023-12-07,2026-11-10,60.66,50.54,Offer valid on select items only. Terms and conditions apply.,False
PROMO00807,Olive_13071,Limited Time Offer,44.33,2020-09-22,2028-06-14,72.4,64.85,Offer valid on select items only. Terms and conditions apply.,False
PROMO00808,Buffalo_11214,Holiday Discount,23.96,2022-09-27,2027-05-17,87.11,20.73,Offer valid on select items only. Terms and conditions apply.,True
PROMO00809,Buffalo_28514,Weekend Offer,10.25,2022-05-21,2028-11-28,15.75,6.03,Offer valid on select items only. Terms and conditions apply.,False
PROMO00810,Red_65596,Weekend Offer,24.96,2021-12-29,2028-10-09,95.77,88.06,Offer valid on select items only. Terms and conditions apply.,False
PROMO00811,The_63840,Limited Time Offer,6.55,2024-04-19,2029-09-04,25.52,91.21,Offer valid on select items only. Terms and conditions apply.,True
PROMO00812,Outback_72305,Weekend Offer,41.91,2023-07-25,2026-09-07,46.19,80.95,Offer valid on select items only. Terms and conditions apply.,True
PROMO00813,Texas_78717,Weekend Offer,44.3,2020-11-12,2029-09-03,20.76,47.94,Offer valid on select items only. Terms and conditions apply.,False
PROMO00814,Red_78706,Limited Time Offer,14.55,2024-01-04,2025-06-26,79.65,7.57,Offer valid on select items only. Terms and conditions apply.,False
PROMO00815,Chili's_68539,Holiday Discount,49.65,2024-10-09,2027-05-20,29.37,44.0,Offer valid on select items only. Terms and conditions apply.,True
PROMO00816,The_96230,Special Deal,40.69,2023-01-11,2029-02-09,53.71,44.62,Offer valid on select items only. Terms and conditions apply.,True
PROMO00817,Panera_30808,Holiday Discount,29.21,2021-05-16,2026-09-09,63.88,44.7,Offer valid on select items only. Terms and conditions apply.,True
PROMO00818,Chipotle_67982,Limited Time Offer,18.06,2022-11-26,2027-10-06,78.45,86.61,Offer valid on select items only. Terms and conditions apply.,True
PROMO00819,Olive_4621,Holiday Discount,43.0,2023-07-08,2026-04-27,22.92,64.28,Offer valid on select items only. Terms and conditions apply.,True
PROMO00820,Buffalo_69314,Weekend Offer,38.07,2022-05-12,2026-02-03,64.81,72.89,Offer valid on select items only. Terms and conditions apply.,True
PROMO00821,Olive_82671,Special Deal,35.34,2022-12-14,2028-11-25,94.35,57.86,Offer valid on select items only. Terms and conditions apply.,False
PROMO00822,Buffalo_32784,Holiday Discount,45.26,2020-12-14,2027-10-16,28.06,12.76,Offer valid on select items only. Terms and conditions apply.,True
PROMO00823,The_4700,Special Deal,40.34,2024-07-24,2028-10-01,62.75,33.64,Offer valid on select items only. Terms and conditions apply.,True
PROMO00824,Olive_65391,Festive Sale,24.01,2023-02-09,2028-01-16,14.38,22.99,Offer valid on select items only. Terms and conditions apply.,True
PROMO00825,The_40290,Special Deal,36.09,2022-10-09,2027-01-11,47.98,45.47,Offer valid on select items only. Terms and conditions apply.,False
PROMO00826,Panera_98428,Festive Sale,27.96,2021-04-06,2029-01-01,67.32,9.94,Offer valid on select items only. Terms and conditions apply.,True
PROMO00827,The_27930,Limited Time Offer,44.07,2024-07-25,2025-02-08,11.26,61.59,Offer valid on select items only. Terms and conditions apply.,True
PROMO00828,Chipotle_33402,Weekend Offer,37.18,2020-08-11,2027-10-10,58.84,73.7,Offer valid on select items only. Terms and conditions apply.,False
PROMO00829,Outback_17375,Special Deal,14.91,2020-07-03,2025-04-22,32.22,66.92,Offer valid on select items only. Terms and conditions apply.,False
PROMO00830,Red_6746,Festive Sale,46.79,2024-06-04,2028-07-04,98.43,48.12,Offer valid on select items only. Terms and conditions apply.,True
PROMO00831,Chipotle_76782,Weekend Offer,46.64,2023-10-29,2029-03-11,50.82,87.35,Offer valid on select items only. Terms and conditions apply.,False
PROMO00832,P.F._15743,Holiday Discount,12.38,2021-01-08,2027-08-23,20.39,85.41,Offer valid on select items only. Terms and conditions apply.,False
PROMO00833,Buffalo_53674,Festive Sale,12.92,2021-02-03,2025-07-17,70.44,46.11,Offer valid on select items only. Terms and conditions apply.,False
PROMO00834,Outback_97465,Special Deal,14.01,2023-12-08,2026-07-21,58.81,99.98,Offer valid on select items only. Terms and conditions apply.,True
PROMO00835,Panera_41818,Limited Time Offer,47.4,2021-12-31,2027-01-09,39.89,13.37,Offer valid on select items only. Terms and conditions apply.,True
PROMO00836,Chipotle_86802,Special Deal,21.63,2021-07-24,2027-02-02,10.74,21.27,Offer valid on select items only. Terms and conditions apply.,False
PROMO00837,Chili's_27199,Special Deal,19.58,2023-05-30,2027-04-05,49.38,99.53,Offer valid on select items only. Terms and conditions apply.,False
PROMO00838,Chipotle_55852,Festive Sale,10.14,2021-11-29,2025-10-25,14.71,96.12,Offer valid on select items only. Terms and conditions apply.,False
PROMO00839,Chili's_79389,Holiday Discount,41.75,2021-07-05,2025-08-27,88.14,6.8,Offer valid on select items only. Terms and conditions apply.,False
PROMO00840,P.F._13083,Weekend Offer,18.03,2021-06-30,2026-04-28,40.52,72.54,Offer valid on select items only. Terms and conditions apply.,True
PROMO00841,Red_57786,Holiday Discount,37.01,2020-02-02,2026-11-25,11.45,97.05,Offer valid on select items only. Terms and conditions apply.,True
PROMO00842,Olive_17121,Festive Sale,41.6,2023-12-21,2028-11-10,28.1,84.77,Offer valid on select items only. Terms and conditions apply.,False
PROMO00843,Red_76216,Limited Time Offer,11.69,2020-12-04,2028-11-22,97.13,77.65,Offer valid on select items only. Terms and conditions apply.,False
PROMO00844,Panera_91048,Festive Sale,45.17,2023-11-12,2029-02-09,44.81,6.76,Offer valid on select items only. Terms and conditions apply.,False
PROMO00845,Outback_42845,Weekend Offer,31.52,2021-03-22,2026-10-11,75.92,65.1,Offer valid on select items only. Terms and conditions apply.,False
PROMO00846,The_7530,Special Deal,38.01,2023-05-24,2028-09-30,55.88,33.08,Offer valid on select items only. Terms and conditions apply.,False
PROMO00847,Red_73246,Special Deal,37.19,2022-08-26,2026-12-01,29.58,48.67,Offer valid on select items only. Terms and conditions apply.,True
PROMO00848,P.F._58513,Limited Time Offer,36.7,2021-11-12,2025-10-02,76.2,91.56,Offer valid on select items only. Terms and conditions apply.,True
PROMO00849,Panera_37628,Weekend Offer,29.44,2024-02-03,2025-06-03,84.95,95.35,Offer valid on select items only. Terms and conditions apply.,False
PROMO00850,P.F._42923,Limited Time Offer,8.89,2020-11-20,2028-03-19,49.84,47.0,Offer valid on select items only. Terms and conditions apply.,False
PROMO00851,The_32010,Limited Time Offer,6.91,2021-03-28,2028-05-17,99.46,35.4,Offer valid on select items only. Terms and conditions apply.,False
PROMO00852,Red_25686,Weekend Offer,32.94,2023-01-26,2029-12-19,97.2,39.24,Offer valid on select items only. Terms and conditions apply.,False
PROMO00853,Chipotle_95602,Festive Sale,6.9,2023-01-06,2028-01-26,45.83,45.12,Offer valid on select items only. Terms and conditions apply.,False
PROMO00854,Panera_97228,Festive Sale,16.83,2023-10-10,2025-03-21,78.5,62.72,Offer valid on select items only. Terms and conditions apply.,True
PROMO00855,Panera_23018,Special Deal,9.36,2020-03-02,2025-02-06,23.38,77.0,Offer valid on select items only. Terms and conditions apply.,True
PROMO00856,Chipotle_65652,Festive Sale,16.52,2024-02-13,2025-12-25,17.82,62.21,Offer valid on select items only. Terms and conditions apply.,True
PROMO00857,Panera_77798,Festive Sale,5.62,2024-04-27,2026-05-30,35.36,82.97,Offer valid on select items only. Terms and conditions apply.,True
PROMO00858,Buffalo_64304,Festive Sale,31.83,2024-04-06,2029-07-16,13.99,10.23,Offer valid on select items only. Terms and conditions apply.,True
PROMO00859,Buffalo_9104,Limited Time Offer,40.77,2020-09-21,2028-09-17,90.06,43.55,Offer valid on select items only. Terms and conditions apply.,False
PROMO00860,Chili's_91269,Holiday Discount,8.29,2021-07-25,2025-09-10,34.31,25.82,Offer valid on select items only. Terms and conditions apply.,False
PROMO00861,Texas_84787,Special Deal,11.02,2023-07-20,2025-09-03,92.19,34.68,Offer valid on select items only. Terms and conditions apply.,True
PROMO00862,Olive_98061,Special Deal,31.6,2023-12-05,2026-05-05,60.55,72.45,Offer valid on select items only. Terms and conditions apply.,True
PROMO00863,The_33660,Special Deal,37.93,2024-06-29,2025-11-19,80.62,64.58,Offer valid on select items only. Terms and conditions apply.,False
PROMO00864,Buffalo_25994,Festive Sale,42.38,2024-05-06,2028-09-18,35.58,33.87,Offer valid on select items only. Terms and conditions apply.,False
PROMO00865,Olive_68261,Special Deal,34.31,2023-10-26,2028-03-21,52.93,57.92,Offer valid on select items only. Terms and conditions apply.,True
PROMO00866,Outback_66405,Festive Sale,35.23,2023-04-15,2027-10-30,89.89,10.53,Offer valid on select items only. Terms and conditions apply.,True
PROMO00867,Outback_6155,Special Deal,30.55,2022-04-29,2028-07-11,30.21,14.82,Offer valid on select items only. Terms and conditions apply.,False
PROMO00868,The_45930,Special Deal,41.15,2020-06-05,2029-05-11,38.28,59.77,Offer valid on select items only. Terms and conditions apply.,False
PROMO00869,P.F._7843,Holiday Discount,10.97,2023-03-01,2026-03-06,74.1,83.29,Offer valid on select items only. Terms and conditions apply.,True
PROMO00870,Chili's_50679,Special Deal,40.59,2021-11-23,2026-05-28,14.76,16.94,Offer valid on select items only. Terms and conditions apply.,False
PROMO00871,The_64620,Limited Time Offer,6.73,2022-05-29,2027-03-25,76.54,70.16,Offer valid on select items only. Terms and conditions apply.,True
PROMO00872,Buffalo_86674,Special Deal,14.6,2020-08-18,2026-11-30,34.61,86.81,Offer valid on select items only. Terms and conditions apply.,False
PROMO00873,Chili's_96769,Special Deal,34.5,2023-06-15,2026-10-06,40.97,22.59,Offer valid on select items only. Terms and conditions apply.,True
PROMO00874,Outback_71625,Special Deal,5.5,2024-02-27,2025-09-11,39.45,10.46,Offer valid on select items only. Terms and conditions apply.,True
PROMO00875,Chili's_85539,Special Deal,38.66,2024-06-04,2025-03-09,16.31,17.77,Offer valid on select items only. Terms and conditions apply.,False
PROMO00876,Texas_78207,Special Deal,27.51,2022-04-29,2027-06-19,47.18,61.55,Offer valid on select items only. Terms and conditions apply.,False
PROMO00877,Buffalo_4414,Holiday Discount,47.99,2022-05-31,2027-12-07,84.32,99.8,Offer valid on select items only. Terms and conditions apply.,False
PROMO00878,Panera_65578,Holiday Discount,31.1,2020-10-04,2025-10-29,82.3,56.1,Offer valid on select items only. Terms and conditions apply.,False
PROMO00879,Texas_9767,Special Deal,5.16,2024-01-31,2029-05-19,11.5,9.75,Offer valid on select items only. Terms and conditions apply.,False
PROMO00880,Outback_36565,Festive Sale,46.58,2021-05-01,2029-06-17,62.49,53.73,Offer valid on select items only. Terms and conditions apply.,False
PROMO00881,Texas_19177,Weekend Offer,40.43,2023-01-07,2027-09-14,50.63,93.26,Offer valid on select items only. Terms and conditions apply.,False
PROMO00882,Buffalo_14284,Holiday Discount,45.55,2020-06-28,2028-07-11,55.2,49.83,Offer valid on select items only. Terms and conditions apply.,False
PROMO00883,P.F._43423,Special Deal,49.8,2023-01-12,2028-09-30,82.11,45.65,Offer valid on select items only. Terms and conditions apply.,True
PROMO00884,Outback_60965,Special Deal,21.51,2024-10-30,2026-04-03,98.43,8.54,Offer valid on select items only. Terms and conditions apply.,True
PROMO00885,P.F._66003,Weekend Offer,35.3,2022-09-22,2025-05-23,38.93,24.07,Offer valid on select items only. Terms and conditions apply.,True
PROMO00886,Chipotle_53092,Limited Time Offer,37.78,2020-01-06,2027-08-25,75.77,15.79,Offer valid on select items only. Terms and conditions apply.,False
PROMO00887,The_23180,Special Deal,26.67,2020-09-01,2025-04-29,17.55,79.7,Offer valid on select items only. Terms and conditions apply.,False
PROMO00888,Outback_74555,Limited Time Offer,9.13,2023-08-22,2026-07-31,60.67,59.77,Offer valid on select items only. Terms and conditions apply.,False
PROMO00889,Chili's_41249,Holiday Discount,49.13,2022-09-09,2026-12-17,23.38,99.24,Offer valid on select items only. Terms and conditions apply.,False
PROMO00890,Texas_7247,Limited Time Offer,29.09,2023-10-04,2028-02-17,27.66,23.35,Offer valid on select items only. Terms and conditions apply.,False
PROMO00891,Texas_48577,Limited Time Offer,7.03,2023-09-06,2026-11-24,40.14,16.43,Offer valid on select items only. Terms and conditions apply.,False
PROMO00892,P.F._13383,Limited Time Offer,23.33,2023-06-27,2027-09-23,75.86,26.95,Offer valid on select items only. Terms and conditions apply.,False
PROMO00893,Olive_69471,Festive Sale,34.01,2024-10-29,2029-07-10,23.66,47.95,Offer valid on select items only. Terms and conditions apply.,True
PROMO00894,Texas_1957,Holiday Discount,19.36,2022-05-17,2025-09-16,67.52,93.71,Offer valid on select items only. Terms and conditions apply.,False
PROMO00895,P.F._34463,Festive Sale,11.48,2023-05-04,2025-12-17,97.47,48.77,Offer valid on select items only. Terms and conditions apply.,False
PROMO00896,Panera_52538,Festive Sale,25.6,2023-02-28,2026-04-24,36.97,24.63,Offer valid on select items only. Terms and conditions apply.,True
PROMO00897,Red_55626,Limited Time Offer,15.49,2024-04-11,2026-02-17,63.0,48.5,Offer valid on select items only. Terms and conditions apply.,True
PROMO00898,Buffalo_45284,Weekend Offer,31.51,2022-01-23,2029-04-07,21.94,13.43,Offer valid on select items only. Terms and conditions apply.,True
PROMO00899,Outback_46255,Festive Sale,18.24,2020-11-03,2028-09-04,45.57,26.66,Offer valid on select items only. Terms and conditions apply.,False
PROMO00900,Panera_75928,Weekend Offer,13.88,2023-07-05,2025-05-10,42.71,66.63,Offer valid on select items only. Terms and conditions apply.,True
PROMO00901,Texas_24197,Holiday Discount,9.16,2024-07-10,2026-07-27,55.87,50.24,Offer valid on select items only. Terms and conditions apply.,True
PROMO00902,Olive_33341,Weekend Offer,26.68,2023-02-14,2025-08-07,20.29,72.27,Offer valid on select items only. Terms and conditions apply.,False
PROMO00903,Buffalo_76694,Holiday Discount,37.22,2024-11-23,2026-12-11,48.5,5.95,Offer valid on select items only. Terms and conditions apply.,True
PROMO00904,Texas_25547,Weekend Offer,25.74,2023-05-10,2025-09-04,47.15,21.1,Offer valid on select items only. Terms and conditions apply.,False
PROMO00905,Red_63946,Special Deal,24.52,2022-04-22,2027-12-05,67.47,33.53,Offer valid on select items only. Terms and conditions apply.,True
PROMO00906,Panera_18138,Limited Time Offer,11.15,2020-01-11,2025-05-14,89.11,63.28,Offer valid on select items only. Terms and conditions apply.,True
PROMO00907,Chili's_25749,Special Deal,26.67,2022-08-13,2029-06-20,45.63,63.3,Offer valid on select items only. Terms and conditions apply.,True
PROMO00908,Buffalo_63094,Festive Sale,19.38,2022-01-28,2026-11-30,66.64,45.84,Offer valid on select items only. Terms and conditions apply.,True
PROMO00909,Olive_95891,Weekend Offer,25.14,2020-12-13,2025-05-01,72.36,74.75,Offer valid on select items only. Terms and conditions apply.,False
PROMO00910,Outback_48925,Holiday Discount,31.5,2020-04-30,2028-08-01,80.22,80.97,Offer valid on select items only. Terms and conditions apply.,False
PROMO00911,Red_44036,Limited Time Offer,48.51,2021-09-23,2028-12-03,10.27,92.01,Offer valid on select items only. Terms and conditions apply.,True
PROMO00912,Olive_46351,Holiday Discount,12.61,2021-07-26,2027-08-07,41.75,9.43,Offer valid on select items only. Terms and conditions apply.,False
PROMO00913,Chili's_31989,Holiday Discount,37.85,2022-10-18,2027-03-04,57.84,37.6,Offer valid on select items only. Terms and conditions apply.,False
PROMO00914,Panera_70418,Holiday Discount,23.75,2022-11-06,2025-09-02,54.93,45.19,Offer valid on select items only. Terms and conditions apply.,False
PROMO00915,The_61580,Weekend Offer,36.38,2022-07-27,2026-10-10,52.97,81.94,Offer valid on select items only. Terms and conditions apply.,False
PROMO00916,Chipotle_9692,Special Deal,42.97,2020-07-18,2028-12-26,51.73,88.74,Offer valid on select items only. Terms and conditions apply.,True
PROMO00917,Red_71286,Festive Sale,27.55,2021-04-26,2029-09-06,67.09,41.66,Offer valid on select items only. Terms and conditions apply.,True
PROMO00918,Outback_7535,Special Deal,9.95,2022-07-21,2027-06-07,23.12,82.97,Offer valid on select items only. Terms and conditions apply.,False
PROMO00919,Buffalo_30214,Special Deal,23.86,2024-11-07,2028-10-24,16.6,41.41,Offer valid on select items only. Terms and conditions apply.,True
PROMO00920,Red_51266,Festive Sale,47.69,2020-08-04,2026-12-15,13.99,14.52,Offer valid on select items only. Terms and conditions apply.,True
PROMO00921,Chipotle_66012,Limited Time Offer,20.39,2024-02-02,2025-03-03,50.31,60.39,Offer valid on select items only. Terms and conditions apply.,True
PROMO00922,Olive_37581,Special Deal,44.7,2022-03-14,2028-02-06,10.08,84.43,Offer valid on select items only. Terms and conditions apply.,False
PROMO00923,P.F._49823,Special Deal,27.98,2024-07-27,2025-08-11,22.2,58.8,Offer valid on select items only. Terms and conditions apply.,True
PROMO00924,Panera_67808,Festive Sale,21.86,2023-12-22,2027-09-23,39.6,17.24,Offer valid on select items only. Terms and conditions apply.,True
PROMO00925,Outback_72415,Special Deal,33.26,2020-02-13,2029-07-19,28.98,66.22,Offer valid on select items only. Terms and conditions apply.,True
PROMO00926,Chipotle_27262,Limited Time Offer,37.14,2023-04-15,2025-07-13,47.58,59.55,Offer valid on select items only. Terms and conditions apply.,False
PROMO00927,Chipotle_6762,Festive Sale,9.42,2020-11-29,2026-09-22,13.76,64.11,Offer valid on select items only. Terms and conditions apply.,True
PROMO00928,P.F._24843,Special Deal,12.6,2023-11-29,2029-10-01,26.16,42.67,Offer valid on select items only. Terms and conditions apply.,False
PROMO00929,Outback_21035,Limited Time Offer,13.43,2024-10-22,2026-06-30,58.03,21.32,Offer valid on select items only. Terms and conditions apply.,True
PROMO00930,Red_46206,Limited Time Offer,28.73,2020-12-05,2027-02-20,89.45,28.47,Offer valid on select items only. Terms and conditions apply.,False
PROMO00931,Chipotle_70562,Special Deal,5.48,2023-01-30,2029-05-06,28.98,11.9,Offer valid on select items only. Terms and conditions apply.,True
PROMO00932,Outback_18155,Special Deal,41.85,2023-03-15,2027-03-24,42.54,91.49,Offer valid on select items only. Terms and conditions apply.,False
PROMO00933,P.F._90243,Limited Time Offer,20.08,2023-05-29,2027-08-06,78.57,12.65,Offer valid on select items only. Terms and conditions apply.,True
PROMO00934,Texas_5547,Weekend Offer,11.27,2024-04-25,2026-02-24,54.93,14.07,Offer valid on select items only. Terms and conditions apply.,False
PROMO00935,Buffalo_51714,Holiday Discount,40.6,2020-01-08,2028-02-15,31.1,46.11,Offer valid on select items only. Terms and conditions apply.,False
PROMO00936,Chipotle_73102,Weekend Offer,26.49,2024-10-29,2025-02-14,32.08,5.11,Offer valid on select items only. Terms and conditions apply.,True
PROMO00937,Chili's_19099,Holiday Discount,47.8,2024-09-09,2026-01-15,84.45,89.7,Offer valid on select items only. Terms and conditions apply.,False
PROMO00938,Outback_76535,Festive Sale,7.37,2024-02-14,2029-07-13,15.34,95.79,Offer valid on select items only. Terms and conditions apply.,False
PROMO00939,Chipotle_90562,Limited Time Offer,47.05,2023-01-31,2029-12-18,78.25,41.39,Offer valid on select items only. Terms and conditions apply.,False
PROMO00940,Outback_86735,Festive Sale,6.81,2024-02-01,2026-01-13,67.98,63.04,Offer valid on select items only. Terms and conditions apply.,True
PROMO00941,Olive_79081,Special Deal,34.3,2022-08-25,2026-06-01,82.27,62.05,Offer valid on select items only. Terms and conditions apply.,True
PROMO00942,P.F._59633,Special Deal,13.5,2021-04-15,2025-02-07,40.25,54.85,Offer valid on select items only. Terms and conditions apply.,False
PROMO00943,The_67670,Holiday Discount,20.81,2020-12-08,2025-11-03,53.0,95.13,Offer valid on select items only. Terms and conditions apply.,True
PROMO00944,The_51560,Limited Time Offer,43.67,2023-02-25,2028-08-28,99.3,75.16,Offer valid on select items only. Terms and conditions apply.,True
PROMO00945,The_71590,Weekend Offer,26.33,2023-03-16,2029-09-02,49.8,50.79,Offer valid on select items only. Terms and conditions apply.,False
PROMO00946,Olive_49631,Weekend Offer,39.04,2021-10-19,2026-04-23,85.75,72.59,Offer valid on select items only. Terms and conditions apply.,False
PROMO00947,Chipotle_51152,Limited Time Offer,44.38,2021-07-16,2029-12-29,62.38,10.13,Offer valid on select items only. Terms and conditions apply.,False
PROMO00948,Red_19676,Weekend Offer,8.23,2024-06-03,2026-10-28,41.36,13.91,Offer valid on select items only. Terms and conditions apply.,True
PROMO00949,Panera_48548,Festive Sale,16.98,2021-12-31,2025-04-14,25.4,12.1,Offer valid on select items only. Terms and conditions apply.,True
PROMO00950,Chili's_49269,Holiday Discount,38.02,2022-07-08,2029-09-22,99.26,82.53,Offer valid on select items only. Terms and conditions apply.,True
PROMO00951,Chipotle_48112,Holiday Discount,21.85,2024-12-30,2028-11-22,88.5,63.49,Offer valid on select items only. Terms and conditions apply.,False
PROMO00952,The_8070,Holiday Discount,14.61,2024-12-13,2028-09-19,52.37,80.22,Offer valid on select items only. Terms and conditions apply.,False
PROMO00953,The_97770,Festive Sale,18.64,2023-07-11,2028-10-19,87.52,18.1,Offer valid on select items only. Terms and conditions apply.,False
PROMO00954,P.F._5403,Weekend Offer,16.03,2024-05-11,2029-11-06,76.55,38.0,Offer valid on select items only. Terms and conditions apply.,False
PROMO00955,Buffalo_41704,Weekend Offer,37.35,2022-10-20,2027-11-21,94.68,75.89,Offer valid on select items only. Terms and conditions apply.,True
PROMO00956,P.F._6053,Festive Sale,28.39,2024-07-18,2027-02-11,83.79,65.03,Offer valid on select items only. Terms and conditions apply.,True
PROMO00957,The_3540,Special Deal,11.04,2020-03-30,2027-07-22,11.38,37.47,Offer valid on select items only. Terms and conditions apply.,False
PROMO00958,Texas_13517,Special Deal,48.28,2022-08-20,2027-10-03,67.39,95.42,Offer valid on select items only. Terms and conditions apply.,False
PROMO00959,Panera_10708,Limited Time Offer,35.03,2024-02-22,2025-08-07,80.91,73.63,Offer valid on select items only. Terms and conditions apply.,True
PROMO00960,Red_29696,Holiday Discount,36.29,2022-12-22,2026-04-05,85.55,7.6,Offer valid on select items only. Terms and conditions apply.,False
PROMO00961,Olive_20821,Special Deal,11.65,2021-02-03,2026-10-15,58.9,44.8,Offer valid on select items only. Terms and conditions apply.,False
PROMO00962,Outback_84435,Festive Sale,12.3,2020-01-02,2025-08-24,58.96,19.37,Offer valid on select items only. Terms and conditions apply.,False
PROMO00963,Texas_94537,Festive Sale,12.15,2024-06-25,2028-03-16,58.11,44.43,Offer valid on select items only. Terms and conditions apply.,True
PROMO00964,Panera_82648,Festive Sale,21.76,2020-02-15,2026-01-11,19.73,36.29,Offer valid on select items only. Terms and conditions apply.,False
PROMO00965,Outback_55,Festive Sale,43.27,2020-11-17,2029-04-16,67.81,89.27,Offer valid on select items only. Terms and conditions apply.,True
PROMO00966,Olive_15531,Weekend Offer,14.22,2024-10-16,2028-02-08,14.96,69.03,Offer valid on select items only. Terms and conditions apply.,True
PROMO00967,Buffalo_8274,Holiday Discount,43.99,2024-03-15,2027-09-29,55.45,66.83,Offer valid on select items only. Terms and conditions apply.,False
PROMO00968,Chili's_83829,Special Deal,40.53,2021-01-04,2027-04-15,94.24,86.24,Offer valid on select items only. Terms and conditions apply.,False
PROMO00969,Olive_23851,Festive Sale,31.9,2021-09-17,2028-10-30,89.15,53.79,Offer valid on select items only. Terms and conditions apply.,False
PROMO00970,Chipotle_64752,Holiday Discount,11.23,2024-04-13,2029-10-21,55.81,11.89,Offer valid on select items only. Terms and conditions apply.,True
PROMO00971,Outback_32735,Weekend Offer,27.98,2021-06-11,2028-06-11,42.4,16.64,Offer valid on select items only. Terms and conditions apply.,True
PROMO00972,Chipotle_78432,Weekend Offer,11.59,2024-12-01,2026-11-26,86.21,30.39,Offer valid on select items only. Terms and conditions apply.,False
PROMO00973,Texas_4757,Weekend Offer,26.73,2023-03-25,2029-05-14,21.59,20.34,Offer valid on select items only. Terms and conditions apply.,False
PROMO00974,The_12060,Limited Time Offer,11.38,2022-04-09,2029-05-09,38.67,30.96,Offer valid on select items only. Terms and conditions apply.,True
PROMO00975,Buffalo_74154,Weekend Offer,16.79,2024-09-26,2029-06-23,50.55,78.31,Offer valid on select items only. Terms and conditions apply.,False
PROMO00976,Outback_81015,Limited Time Offer,14.04,2024-01-26,2028-05-23,23.87,10.07,Offer valid on select items only. Terms and conditions apply.,True
PROMO00977,The_19990,Festive Sale,27.58,2022-05-19,2025-10-25,56.14,54.34,Offer valid on select items only. Terms and conditions apply.,False
PROMO00978,P.F._42163,Limited Time Offer,7.99,2024-11-25,2028-06-24,74.66,31.44,Offer valid on select items only. Terms and conditions apply.,True
PROMO00979,Red_62976,Festive Sale,13.39,2023-05-13,2029-07-04,81.56,78.09,Offer valid on select items only. Terms and conditions apply.,True
PROMO00980,The_26750,Festive Sale,15.5,2020-09-30,2026-06-25,10.82,64.54,Offer valid on select items only. Terms and conditions apply.,False
PROMO00981,Texas_13237,Weekend Offer,45.92,2024-04-15,2025-10-27,74.21,83.91,Offer valid on select items only. Terms and conditions apply.,False
PROMO00982,Buffalo_67904,Limited Time Offer,43.13,2021-01-31,2026-03-27,55.96,32.46,Offer valid on select items only. Terms and conditions apply.,True
