zone_id,city,postal_code,zone_name,delivery_fee,distance_limit,operational_hours,zone_manager,is_active,comments
ZONE04682,Los Angeles,22457,Business District,4.82,9.21,9 AM - 9 PM,ADMIN02583,True,High demand area
ZONE08516,Phoenix,55863,Suburban Area,3.38,6.4,9 AM - 9 PM,ADMIN02361,False,Newly added zone
ZONE06015,Chicago,50003,Residential Zone,9.73,5.47,9 AM - 9 PM,ADMIN02122,True,High demand area
ZONE07570,Phoenix,39175,Rural Zone,4.31,3.92,9 AM - 9 PM,ADMIN02050,True,Newly added zone
ZONE04638,New York,52902,Suburban Area,11.44,8.18,9 AM - 9 PM,ADMIN02005,True,High demand area
ZONE07599,Houston,53121,Business District,8.07,6.65,9 AM - 9 PM,ADMIN02724,False,Newly added zone
ZONE05499,New York,49941,Business District,9.95,15.27,9 AM - 9 PM,ADMIN02463,False,Low delivery fee zone
ZONE03356,Los Angeles,17330,Suburban Area,7.62,17.92,9 AM - 9 PM,ADMIN02154,True,Premium delivery zone
ZONE02906,Los Angeles,82007,Residential Zone,0.79,15.48,9 AM - 9 PM,ADMIN02715,False,Fast delivery available
ZONE02500,Los Angeles,69951,Suburban Area,10.79,7.17,9 AM - 9 PM,ADMIN02329,False,Premium delivery zone
ZONE05833,Chicago,28785,Residential Zone,4.62,1.52,9 AM - 9 PM,ADMIN02495,False,Fast delivery available
ZONE01745,Chicago,87552,Rural Zone,9.86,16.45,9 AM - 9 PM,ADMIN02288,False,High demand area
ZONE03127,Los Angeles,27625,Suburban Area,10.97,10.53,9 AM - 9 PM,ADMIN02638,True,High demand area
ZONE04270,Phoenix,98037,Downtown Zone,8.36,12.5,9 AM - 9 PM,ADMIN02677,True,High demand area
ZONE07256,Los Angeles,46059,Rural Zone,3.18,11.4,9 AM - 9 PM,ADMIN02504,True,Low delivery fee zone
ZONE03122,New York,77312,Rural Zone,13.28,4.97,9 AM - 9 PM,ADMIN02316,False,Premium delivery zone
ZONE06466,Los Angeles,74143,Downtown Zone,4.67,14.54,9 AM - 9 PM,ADMIN02461,False,Newly added zone
ZONE04135,Phoenix,35899,Residential Zone,14.55,19.01,9 AM - 9 PM,ADMIN02233,False,Low delivery fee zone
ZONE04296,Chicago,79035,Business District,6.18,10.53,9 AM - 9 PM,ADMIN02907,False,Premium delivery zone
ZONE03017,Los Angeles,52433,Rural Zone,2.94,6.3,9 AM - 9 PM,ADMIN02738,True,Newly added zone
ZONE04123,New York,51989,Rural Zone,2.97,5.9,9 AM - 9 PM,ADMIN02028,False,Newly added zone
ZONE09813,Chicago,83405,Suburban Area,1.87,10.24,9 AM - 9 PM,ADMIN02620,False,Newly added zone
ZONE09121,Los Angeles,18201,Suburban Area,0.84,17.5,9 AM - 9 PM,ADMIN02359,False,Premium delivery zone
ZONE03345,Phoenix,78649,Residential Zone,10.45,5.26,9 AM - 9 PM,ADMIN02689,True,Low delivery fee zone
ZONE09281,New York,57418,Rural Zone,8.51,16.03,9 AM - 9 PM,ADMIN02945,False,Low delivery fee zone
ZONE06179,New York,79488,Business District,2.28,3.83,9 AM - 9 PM,ADMIN02924,True,Premium delivery zone
ZONE05190,Los Angeles,19524,Rural Zone,1.93,5.91,9 AM - 9 PM,ADMIN02153,True,Fast delivery available
ZONE02805,New York,33697,Downtown Zone,7.38,10.96,9 AM - 9 PM,ADMIN02899,True,Newly added zone
ZONE05154,Phoenix,91429,Downtown Zone,8.52,6.65,9 AM - 9 PM,ADMIN02097,True,Fast delivery available
ZONE02886,Houston,53786,Downtown Zone,7.93,3.99,9 AM - 9 PM,ADMIN02420,True,Fast delivery available
ZONE02404,Houston,72098,Suburban Area,13.96,12.99,9 AM - 9 PM,ADMIN02905,True,High demand area
ZONE06968,Phoenix,33068,Suburban Area,5.36,16.33,9 AM - 9 PM,ADMIN02785,True,Newly added zone
ZONE01400,Houston,87678,Rural Zone,11.8,5.76,9 AM - 9 PM,ADMIN02148,True,High demand area
ZONE07495,Los Angeles,15689,Residential Zone,1.0,9.47,9 AM - 9 PM,ADMIN02247,True,High demand area
ZONE08371,New York,31469,Rural Zone,2.86,16.78,9 AM - 9 PM,ADMIN02224,True,High demand area
ZONE08241,Phoenix,37956,Downtown Zone,14.4,5.19,9 AM - 9 PM,ADMIN02366,True,High demand area
ZONE04027,Los Angeles,64996,Business District,11.27,17.03,9 AM - 9 PM,ADMIN02598,False,Premium delivery zone
ZONE04546,Houston,73960,Residential Zone,5.72,14.56,9 AM - 9 PM,ADMIN02966,True,Premium delivery zone
ZONE09191,Houston,83379,Business District,6.12,4.38,9 AM - 9 PM,ADMIN02873,True,Premium delivery zone
ZONE08115,Chicago,40881,Rural Zone,8.97,10.73,9 AM - 9 PM,ADMIN02321,False,High demand area
ZONE09043,Los Angeles,54936,Suburban Area,11.64,19.42,9 AM - 9 PM,ADMIN02407,True,Low delivery fee zone
ZONE05512,New York,42068,Residential Zone,7.43,15.55,9 AM - 9 PM,ADMIN02262,False,High demand area
ZONE02883,New York,51517,Suburban Area,4.43,1.5,9 AM - 9 PM,ADMIN02085,False,Premium delivery zone
ZONE08577,Chicago,24384,Residential Zone,6.26,10.95,9 AM - 9 PM,ADMIN02860,False,Newly added zone
ZONE00494,Chicago,55738,Business District,12.93,12.58,9 AM - 9 PM,ADMIN02718,False,Newly added zone
ZONE08797,Los Angeles,13203,Rural Zone,0.17,9.15,9 AM - 9 PM,ADMIN02455,True,Premium delivery zone
ZONE01388,Houston,91357,Suburban Area,9.59,2.85,9 AM - 9 PM,ADMIN02244,False,Premium delivery zone
ZONE03487,Los Angeles,10108,Rural Zone,2.99,8.72,9 AM - 9 PM,ADMIN02301,True,Premium delivery zone
ZONE09949,Phoenix,23543,Downtown Zone,0.4,19.07,9 AM - 9 PM,ADMIN02317,True,High demand area
ZONE06656,Phoenix,42956,Rural Zone,2.89,13.42,9 AM - 9 PM,ADMIN02565,True,High demand area
ZONE08268,Houston,12311,Residential Zone,3.0,14.28,9 AM - 9 PM,ADMIN02882,False,Newly added zone
ZONE09135,Houston,29063,Business District,8.41,13.43,9 AM - 9 PM,ADMIN02598,True,Premium delivery zone
ZONE00690,Los Angeles,75771,Business District,7.9,5.07,9 AM - 9 PM,ADMIN02322,False,Premium delivery zone
ZONE05072,Chicago,16378,Suburban Area,10.72,6.19,9 AM - 9 PM,ADMIN02626,False,Low delivery fee zone
ZONE02694,Los Angeles,23909,Suburban Area,7.87,5.96,9 AM - 9 PM,ADMIN02134,True,Premium delivery zone
ZONE03502,Los Angeles,77540,Suburban Area,3.39,14.88,9 AM - 9 PM,ADMIN02585,True,Low delivery fee zone
ZONE06589,Chicago,22451,Rural Zone,1.04,1.21,9 AM - 9 PM,ADMIN02818,False,Newly added zone
ZONE07836,Los Angeles,65845,Downtown Zone,6.2,10.86,9 AM - 9 PM,ADMIN02323,True,Low delivery fee zone
ZONE00844,Los Angeles,78179,Business District,5.09,16.74,9 AM - 9 PM,ADMIN02589,True,Low delivery fee zone
ZONE00581,Los Angeles,81498,Downtown Zone,2.26,17.53,9 AM - 9 PM,ADMIN02465,False,Fast delivery available
ZONE09288,Los Angeles,23616,Suburban Area,13.14,1.96,9 AM - 9 PM,ADMIN02844,True,Premium delivery zone
ZONE04589,Houston,26336,Downtown Zone,12.05,2.09,9 AM - 9 PM,ADMIN02468,False,Newly added zone
ZONE03293,Chicago,80683,Suburban Area,1.07,15.53,9 AM - 9 PM,ADMIN02753,True,Low delivery fee zone
ZONE03577,Houston,99617,Downtown Zone,0.11,14.24,9 AM - 9 PM,ADMIN02767,False,Newly added zone
ZONE00469,New York,36783,Business District,13.32,19.93,9 AM - 9 PM,ADMIN02154,True,High demand area
ZONE07602,New York,80039,Residential Zone,13.66,17.75,9 AM - 9 PM,ADMIN02562,False,Low delivery fee zone
ZONE04896,Chicago,89310,Downtown Zone,6.24,10.27,9 AM - 9 PM,ADMIN02583,True,High demand area
ZONE04200,Phoenix,32349,Downtown Zone,14.93,15.13,9 AM - 9 PM,ADMIN02492,False,Low delivery fee zone
ZONE04273,Chicago,39479,Suburban Area,2.7,6.69,9 AM - 9 PM,ADMIN02379,True,Low delivery fee zone
ZONE09545,New York,70266,Business District,10.03,14.74,9 AM - 9 PM,ADMIN02873,True,Newly added zone
ZONE04944,Chicago,28386,Suburban Area,14.04,13.05,9 AM - 9 PM,ADMIN02578,True,Low delivery fee zone
ZONE04166,Chicago,98309,Rural Zone,2.3,8.69,9 AM - 9 PM,ADMIN02456,True,Premium delivery zone
ZONE04571,New York,93675,Suburban Area,2.08,9.03,9 AM - 9 PM,ADMIN02217,False,Premium delivery zone
ZONE07563,Los Angeles,34470,Downtown Zone,6.47,4.44,9 AM - 9 PM,ADMIN02296,True,Low delivery fee zone
ZONE09652,Phoenix,63285,Suburban Area,11.47,1.36,9 AM - 9 PM,ADMIN02942,True,Newly added zone
ZONE08606,Los Angeles,24608,Residential Zone,2.16,11.2,9 AM - 9 PM,ADMIN02699,True,Fast delivery available
ZONE01985,Los Angeles,31609,Downtown Zone,8.5,19.77,9 AM - 9 PM,ADMIN02755,False,Fast delivery available
ZONE06759,Chicago,36470,Suburban Area,1.19,13.41,9 AM - 9 PM,ADMIN02572,False,Fast delivery available
ZONE02737,Houston,53811,Downtown Zone,3.46,15.42,9 AM - 9 PM,ADMIN02622,True,Fast delivery available
ZONE03949,New York,63477,Suburban Area,10.54,6.88,9 AM - 9 PM,ADMIN02769,False,Premium delivery zone
ZONE03704,Los Angeles,17217,Downtown Zone,2.01,3.32,9 AM - 9 PM,ADMIN02830,True,Premium delivery zone
ZONE05716,Houston,96614,Downtown Zone,1.74,14.4,9 AM - 9 PM,ADMIN02589,True,Premium delivery zone
ZONE00995,New York,70463,Rural Zone,1.68,12.46,9 AM - 9 PM,ADMIN02941,False,Premium delivery zone
ZONE09301,Houston,19234,Suburban Area,13.75,12.09,9 AM - 9 PM,ADMIN02926,False,Low delivery fee zone
ZONE09325,Phoenix,60711,Business District,7.6,16.75,9 AM - 9 PM,ADMIN02505,False,Low delivery fee zone
ZONE05557,Houston,41037,Downtown Zone,4.9,19.85,9 AM - 9 PM,ADMIN02585,True,Newly added zone
ZONE09184,Los Angeles,30275,Suburban Area,7.52,14.99,9 AM - 9 PM,ADMIN02972,False,Premium delivery zone
ZONE04874,Chicago,52176,Residential Zone,5.69,7.45,9 AM - 9 PM,ADMIN02685,False,Premium delivery zone
ZONE07100,New York,34661,Downtown Zone,0.48,13.88,9 AM - 9 PM,ADMIN02211,True,Premium delivery zone
ZONE00507,Chicago,37714,Downtown Zone,1.54,16.57,9 AM - 9 PM,ADMIN02262,True,Newly added zone
ZONE00324,New York,88562,Business District,10.75,1.75,9 AM - 9 PM,ADMIN02313,True,Newly added zone
ZONE07289,Houston,42006,Downtown Zone,0.73,2.93,9 AM - 9 PM,ADMIN02806,False,Low delivery fee zone
ZONE08062,New York,19222,Residential Zone,7.32,3.65,9 AM - 9 PM,ADMIN02981,True,Fast delivery available
ZONE08927,Houston,81864,Downtown Zone,11.16,16.7,9 AM - 9 PM,ADMIN02138,True,Low delivery fee zone
ZONE09927,New York,36869,Business District,8.3,13.78,9 AM - 9 PM,ADMIN02100,True,High demand area
ZONE04527,Phoenix,27632,Residential Zone,8.81,17.74,9 AM - 9 PM,ADMIN02397,False,Fast delivery available
ZONE03883,Phoenix,85936,Business District,14.46,14.11,9 AM - 9 PM,ADMIN02531,True,High demand area
ZONE02839,New York,41474,Downtown Zone,3.8,5.35,9 AM - 9 PM,ADMIN02367,True,High demand area
ZONE08857,Houston,55803,Residential Zone,11.04,17.46,9 AM - 9 PM,ADMIN02200,False,Premium delivery zone
ZONE06750,Chicago,78153,Rural Zone,6.96,8.44,9 AM - 9 PM,ADMIN02291,True,Low delivery fee zone
ZONE06870,Chicago,42336,Business District,11.95,11.16,9 AM - 9 PM,ADMIN02088,False,Premium delivery zone
ZONE02868,Los Angeles,77027,Business District,11.75,2.91,9 AM - 9 PM,ADMIN02798,False,Fast delivery available
ZONE01616,Phoenix,43952,Residential Zone,6.46,6.68,9 AM - 9 PM,ADMIN02597,True,Premium delivery zone
ZONE08190,New York,86116,Downtown Zone,12.38,16.8,9 AM - 9 PM,ADMIN02182,True,Premium delivery zone
ZONE09975,Houston,62827,Downtown Zone,1.79,15.45,9 AM - 9 PM,ADMIN02619,False,High demand area
ZONE04100,Houston,88753,Downtown Zone,6.87,6.86,9 AM - 9 PM,ADMIN02997,False,High demand area
ZONE05339,New York,27629,Rural Zone,0.44,6.0,9 AM - 9 PM,ADMIN02130,False,Low delivery fee zone
ZONE08887,Phoenix,63752,Downtown Zone,7.18,15.66,9 AM - 9 PM,ADMIN02875,True,Fast delivery available
ZONE07147,Chicago,78009,Downtown Zone,13.51,2.62,9 AM - 9 PM,ADMIN02476,False,Fast delivery available
ZONE03457,Houston,58485,Downtown Zone,13.91,5.76,9 AM - 9 PM,ADMIN02066,False,Fast delivery available
ZONE01979,New York,26704,Business District,7.96,12.33,9 AM - 9 PM,ADMIN02650,True,Fast delivery available
ZONE00428,Chicago,45479,Business District,7.65,9.29,9 AM - 9 PM,ADMIN02406,True,Premium delivery zone
ZONE05070,New York,62227,Business District,1.98,8.05,9 AM - 9 PM,ADMIN02859,False,Low delivery fee zone
ZONE03801,New York,97445,Downtown Zone,11.37,7.24,9 AM - 9 PM,ADMIN02847,True,High demand area
ZONE07358,Houston,23152,Rural Zone,14.08,16.37,9 AM - 9 PM,ADMIN02421,True,High demand area
ZONE09830,Chicago,21360,Rural Zone,2.69,16.65,9 AM - 9 PM,ADMIN02709,True,Newly added zone
ZONE01246,Phoenix,45859,Rural Zone,3.61,6.5,9 AM - 9 PM,ADMIN02115,True,High demand area
ZONE04015,New York,53408,Downtown Zone,9.45,8.67,9 AM - 9 PM,ADMIN02028,True,High demand area
ZONE05462,Houston,58674,Downtown Zone,4.54,12.02,9 AM - 9 PM,ADMIN02895,True,Low delivery fee zone
ZONE03604,Houston,83130,Suburban Area,0.03,7.97,9 AM - 9 PM,ADMIN02164,False,Premium delivery zone
ZONE02000,Chicago,61040,Suburban Area,14.95,10.87,9 AM - 9 PM,ADMIN02465,True,Low delivery fee zone
ZONE08262,Los Angeles,92274,Downtown Zone,5.96,1.5,9 AM - 9 PM,ADMIN02744,False,Newly added zone
ZONE00851,Phoenix,95022,Business District,4.95,15.21,9 AM - 9 PM,ADMIN02629,True,Fast delivery available
ZONE06012,Los Angeles,81528,Downtown Zone,3.36,2.21,9 AM - 9 PM,ADMIN02541,True,High demand area
ZONE09554,Los Angeles,61627,Residential Zone,1.13,5.78,9 AM - 9 PM,ADMIN02039,True,Low delivery fee zone
ZONE09443,Chicago,12536,Downtown Zone,4.2,19.09,9 AM - 9 PM,ADMIN02448,True,Low delivery fee zone
ZONE02861,Los Angeles,70490,Downtown Zone,4.29,19.7,9 AM - 9 PM,ADMIN02439,True,Low delivery fee zone
ZONE09527,Chicago,82614,Downtown Zone,6.38,8.66,9 AM - 9 PM,ADMIN02312,False,High demand area
ZONE03652,Chicago,67202,Suburban Area,5.28,10.12,9 AM - 9 PM,ADMIN02807,False,Newly added zone
ZONE00223,Phoenix,85893,Business District,4.54,5.19,9 AM - 9 PM,ADMIN02285,False,High demand area
ZONE04889,Houston,61679,Downtown Zone,5.13,4.57,9 AM - 9 PM,ADMIN02989,False,Fast delivery available
ZONE01711,Phoenix,13707,Downtown Zone,12.48,11.68,9 AM - 9 PM,ADMIN02565,False,Fast delivery available
ZONE07484,Chicago,49345,Rural Zone,0.34,14.16,9 AM - 9 PM,ADMIN02744,True,Premium delivery zone
ZONE06022,Houston,57115,Business District,7.69,5.56,9 AM - 9 PM,ADMIN02254,False,Newly added zone
ZONE05417,Houston,54693,Business District,7.6,6.19,9 AM - 9 PM,ADMIN02778,False,High demand area
ZONE04068,Phoenix,48196,Residential Zone,7.72,3.81,9 AM - 9 PM,ADMIN02033,False,Fast delivery available
ZONE01513,Los Angeles,12594,Downtown Zone,6.31,8.74,9 AM - 9 PM,ADMIN02464,True,Fast delivery available
ZONE08960,New York,53861,Residential Zone,2.38,19.46,9 AM - 9 PM,ADMIN02748,False,Premium delivery zone
ZONE03384,Phoenix,75882,Rural Zone,1.26,19.67,9 AM - 9 PM,ADMIN02012,True,Low delivery fee zone
ZONE04906,Phoenix,75591,Rural Zone,2.87,3.68,9 AM - 9 PM,ADMIN02002,True,Fast delivery available
ZONE08078,Los Angeles,16410,Rural Zone,11.24,6.78,9 AM - 9 PM,ADMIN02468,False,High demand area
ZONE09801,Los Angeles,87918,Residential Zone,4.87,10.86,9 AM - 9 PM,ADMIN02129,False,High demand area
ZONE00623,Phoenix,50495,Suburban Area,11.94,6.45,9 AM - 9 PM,ADMIN02749,True,Premium delivery zone
ZONE04171,Chicago,19703,Rural Zone,10.91,3.59,9 AM - 9 PM,ADMIN02251,False,Newly added zone
ZONE04443,Phoenix,42272,Downtown Zone,4.84,4.01,9 AM - 9 PM,ADMIN02103,False,Newly added zone
ZONE04792,Phoenix,54144,Rural Zone,3.19,17.65,9 AM - 9 PM,ADMIN02026,False,Fast delivery available
ZONE02955,New York,93160,Suburban Area,2.7,4.09,9 AM - 9 PM,ADMIN02997,False,Premium delivery zone
ZONE09110,Phoenix,59363,Business District,10.76,19.8,9 AM - 9 PM,ADMIN02645,True,Fast delivery available
ZONE01186,New York,31899,Suburban Area,11.29,11.63,9 AM - 9 PM,ADMIN02725,False,Low delivery fee zone
ZONE08992,Houston,78281,Downtown Zone,11.54,12.5,9 AM - 9 PM,ADMIN02335,False,High demand area
ZONE00740,Chicago,16583,Downtown Zone,6.57,10.51,9 AM - 9 PM,ADMIN02002,True,High demand area
ZONE04983,Phoenix,98106,Business District,10.68,14.92,9 AM - 9 PM,ADMIN02036,False,Fast delivery available
ZONE00124,Chicago,86035,Residential Zone,11.56,13.42,9 AM - 9 PM,ADMIN02548,False,Premium delivery zone
ZONE07476,Phoenix,30040,Rural Zone,3.76,16.61,9 AM - 9 PM,ADMIN02768,False,Premium delivery zone
ZONE00176,Los Angeles,36491,Suburban Area,9.87,19.71,9 AM - 9 PM,ADMIN02259,True,Newly added zone
ZONE08973,New York,38157,Business District,10.49,14.67,9 AM - 9 PM,ADMIN02728,False,Low delivery fee zone
ZONE05869,Phoenix,61778,Rural Zone,13.81,5.23,9 AM - 9 PM,ADMIN02658,False,Fast delivery available
ZONE02742,Phoenix,76460,Suburban Area,7.25,12.91,9 AM - 9 PM,ADMIN02497,True,High demand area
ZONE08538,Los Angeles,82804,Business District,3.03,15.87,9 AM - 9 PM,ADMIN02241,False,Fast delivery available
ZONE03642,New York,52596,Rural Zone,2.26,15.83,9 AM - 9 PM,ADMIN02457,False,High demand area
ZONE04127,Phoenix,64205,Suburban Area,14.71,16.41,9 AM - 9 PM,ADMIN02471,True,Premium delivery zone
ZONE02677,Chicago,31614,Residential Zone,2.47,14.15,9 AM - 9 PM,ADMIN02837,True,High demand area
ZONE01405,Houston,36228,Business District,8.44,13.76,9 AM - 9 PM,ADMIN02948,False,Low delivery fee zone
ZONE01180,Houston,33598,Rural Zone,9.96,17.71,9 AM - 9 PM,ADMIN02407,True,Premium delivery zone
ZONE04122,Los Angeles,87062,Rural Zone,7.97,7.49,9 AM - 9 PM,ADMIN02242,False,Premium delivery zone
ZONE02837,Phoenix,64480,Downtown Zone,12.55,7.12,9 AM - 9 PM,ADMIN02081,False,Premium delivery zone
ZONE01353,New York,54033,Business District,12.47,4.45,9 AM - 9 PM,ADMIN02354,True,Low delivery fee zone
ZONE07538,Chicago,44905,Rural Zone,0.03,6.89,9 AM - 9 PM,ADMIN02586,True,Fast delivery available
ZONE06842,New York,47919,Residential Zone,12.81,7.8,9 AM - 9 PM,ADMIN02121,False,Low delivery fee zone
ZONE03939,Chicago,60384,Rural Zone,2.39,4.59,9 AM - 9 PM,ADMIN02353,True,Premium delivery zone
ZONE08187,Houston,46379,Suburban Area,14.97,9.71,9 AM - 9 PM,ADMIN02853,True,Newly added zone
ZONE06723,New York,38434,Business District,3.43,18.45,9 AM - 9 PM,ADMIN02151,True,Low delivery fee zone
ZONE06039,New York,49613,Residential Zone,1.64,5.06,9 AM - 9 PM,ADMIN02661,True,Low delivery fee zone
ZONE08517,Houston,56662,Business District,7.52,5.72,9 AM - 9 PM,ADMIN02260,False,Fast delivery available
ZONE03095,New York,81514,Suburban Area,7.36,10.93,9 AM - 9 PM,ADMIN02087,True,Low delivery fee zone
ZONE04266,New York,84176,Business District,13.98,14.92,9 AM - 9 PM,ADMIN02833,False,Fast delivery available
ZONE09741,Houston,60858,Suburban Area,8.69,10.17,9 AM - 9 PM,ADMIN02189,True,Newly added zone
ZONE07901,Houston,66144,Suburban Area,14.56,9.51,9 AM - 9 PM,ADMIN02011,True,High demand area
ZONE01181,New York,49586,Business District,14.49,12.98,9 AM - 9 PM,ADMIN02729,False,Newly added zone
ZONE06636,Los Angeles,71445,Downtown Zone,7.61,3.26,9 AM - 9 PM,ADMIN02455,False,Premium delivery zone
ZONE09160,Houston,33994,Downtown Zone,11.35,2.83,9 AM - 9 PM,ADMIN02793,True,Low delivery fee zone
ZONE04875,New York,37508,Business District,11.37,16.93,9 AM - 9 PM,ADMIN02650,True,Newly added zone
ZONE09223,Chicago,53830,Downtown Zone,10.16,5.9,9 AM - 9 PM,ADMIN02009,False,High demand area
ZONE05236,Los Angeles,71138,Residential Zone,1.51,8.56,9 AM - 9 PM,ADMIN02658,False,Premium delivery zone
ZONE01178,Los Angeles,50285,Suburban Area,6.46,7.32,9 AM - 9 PM,ADMIN02173,False,Low delivery fee zone
ZONE01739,Chicago,49567,Downtown Zone,1.52,1.8,9 AM - 9 PM,ADMIN02875,True,Premium delivery zone
ZONE07716,Phoenix,26892,Business District,9.9,3.53,9 AM - 9 PM,ADMIN02892,False,Newly added zone
ZONE05882,Houston,64327,Suburban Area,7.8,5.45,9 AM - 9 PM,ADMIN02994,False,High demand area
ZONE09831,Chicago,82547,Residential Zone,5.34,4.09,9 AM - 9 PM,ADMIN02361,True,High demand area
ZONE07650,New York,82208,Residential Zone,12.35,12.51,9 AM - 9 PM,ADMIN02486,False,High demand area
ZONE06780,Phoenix,80275,Downtown Zone,0.31,12.92,9 AM - 9 PM,ADMIN02101,False,High demand area
ZONE09352,Houston,16940,Downtown Zone,6.59,11.9,9 AM - 9 PM,ADMIN02241,False,Premium delivery zone
ZONE00103,New York,34584,Business District,4.66,7.73,9 AM - 9 PM,ADMIN02084,False,Low delivery fee zone
ZONE03261,Houston,40710,Suburban Area,3.73,14.59,9 AM - 9 PM,ADMIN02253,True,Premium delivery zone
ZONE08000,Chicago,32725,Suburban Area,5.2,6.89,9 AM - 9 PM,ADMIN02820,True,Fast delivery available
ZONE04063,New York,75835,Business District,13.72,14.89,9 AM - 9 PM,ADMIN02231,True,High demand area
ZONE07229,Chicago,89310,Suburban Area,10.96,9.18,9 AM - 9 PM,ADMIN02928,True,High demand area
ZONE08412,Phoenix,83241,Business District,12.65,9.55,9 AM - 9 PM,ADMIN02001,True,Premium delivery zone
ZONE08411,Chicago,89247,Rural Zone,6.14,1.84,9 AM - 9 PM,ADMIN02975,True,Fast delivery available
ZONE03094,Chicago,26929,Suburban Area,6.01,17.49,9 AM - 9 PM,ADMIN02501,False,Premium delivery zone
ZONE04878,Chicago,59239,Business District,12.88,1.7,9 AM - 9 PM,ADMIN02490,False,Fast delivery available
ZONE05398,Los Angeles,97990,Rural Zone,8.5,9.58,9 AM - 9 PM,ADMIN02507,True,Low delivery fee zone
ZONE06213,Phoenix,10452,Suburban Area,7.02,14.26,9 AM - 9 PM,ADMIN02741,False,Newly added zone
ZONE01344,Chicago,83489,Rural Zone,12.63,18.4,9 AM - 9 PM,ADMIN02274,True,Low delivery fee zone
ZONE09908,Los Angeles,69177,Rural Zone,2.86,15.53,9 AM - 9 PM,ADMIN02586,False,Premium delivery zone
ZONE00445,Los Angeles,33888,Suburban Area,7.23,10.51,9 AM - 9 PM,ADMIN02358,False,High demand area
ZONE04770,New York,10280,Downtown Zone,0.31,18.99,9 AM - 9 PM,ADMIN02900,False,Premium delivery zone
ZONE02876,Chicago,13023,Business District,0.73,11.1,9 AM - 9 PM,ADMIN02253,True,High demand area
ZONE01694,Chicago,47968,Downtown Zone,9.55,6.5,9 AM - 9 PM,ADMIN02808,False,Premium delivery zone
ZONE06678,Houston,99661,Rural Zone,11.51,13.93,9 AM - 9 PM,ADMIN02242,False,Low delivery fee zone
ZONE08793,Los Angeles,61644,Rural Zone,6.53,15.06,9 AM - 9 PM,ADMIN02788,True,Fast delivery available
ZONE03433,New York,36609,Residential Zone,6.66,13.7,9 AM - 9 PM,ADMIN02554,False,Newly added zone
ZONE02994,Los Angeles,63447,Business District,10.22,4.91,9 AM - 9 PM,ADMIN02387,False,Newly added zone
ZONE03863,New York,10335,Downtown Zone,13.27,1.64,9 AM - 9 PM,ADMIN02770,True,Premium delivery zone
ZONE06120,Phoenix,39084,Rural Zone,5.78,7.98,9 AM - 9 PM,ADMIN02895,False,High demand area
ZONE02316,Phoenix,24864,Rural Zone,6.06,15.91,9 AM - 9 PM,ADMIN02725,False,Fast delivery available
